label,translation
volleyball at the 2000 Summer Olympics - men's tournament,Volleyball/Olympisch Sommerspiele 2000/Herrenturnier
2012 UEFA Super Cup,UEFA-Superpokal 2012
gymnastics at the 2008 Summer Olympics – women's uneven bars,Olympisch Sommerspiele 2008/Teilnehmer – Stufenbarren der Frau
gymnastics at the 2008 Summer Olympics - women's uneven bars,Gymnastik bei der Olympische Sommerspielen 2008 - Stufenbarren der Frau
Citizen of the Galaxy,Bürger der Galaxy
handball at the 2012 Summer Olympics – women's tournament,Olympisch Sommerspiele 2012/Teilnehmer
handball at the 2012 Summer Olympics - women's tournament,Olympisch Sommerspiele 2012/Teilnehmer
Golden Age of American animation,Der Goldene Zeitalter der amerikanisch Animation
House of Bourbon-Busset,Haus der Bourbon-Busset
gymnastics at the 1996 Summer Olympics,Olympisch Sommerspiele 1996/Teilnehmer
Ode to Gallantry,Ode an der Galanterie
Association for Democracy and People's Livelihood,Verein für Demokratie und Lebensunterhalt der Mensch
Hong Kong and Macao Affairs Office,Büro für Hongkong und Macao
Hong Kong and Macau Affairs Office,Büro für Hongkong und Macau
gymnastics at the 2000 Summer Olympics,Olympisch Sommerspiele 2000
Misquoting Jesus: The Story Behind Who Changed the Bible and Why,Jesus falsch zitieren: Der Geschichte hinter Wer ändern der Bibel und warum
University of the Sacred Heart,Universität der Heilige Herzen
Águilas del Zulia,Águilas del Zulia
Aguilas del Zulia,Aguilas del Zulia
Tiburones de La Guaira,Tiburones de La Guaira
economic history of Spain,Wirtschaftsgeschichte Spanien
Sierra de la Ventana,Sierra de la Ventana
Eight Honors and Eight Shames,Acht Ehrung und acht Schmähungen
2009–10 UEFA Champions League group stage,Gruppenphase der UEFA Champions League 2009/10
2009-10 UEFA Champions League group stage,Gruppenphase der UEFA Champions League 2009-10
Maidan WARDAK,Maidan WARDAK
swimming at the 2008 Summer Olympics – men's 100 metre freestyle,Schwimmen bei der Olympische Sommerspielen 2008/100 Meter Freistil der Mann
swimming at the 2008 Summer Olympics - men's 100 metre freestyle,Olympisch Sommerspiele 2008/Schwimmen - 100-Meter-Freistil der Mann
2006 UEFA Super Cup,UEFA-Superpokal 2006
Glion Institute of Higher Education,Glion Institut für Hochschulbildung
baseball at the 1984 Summer Olympics,Olympisch Sommerspiele 1984/Teilnehmer
The Kitchen God's Wife,Der Küche Gott Frau
Air California/AirCal,Air California/AirCal
basketball at the 1992 Summer Olympics – men's tournament,Basketball/Olympisch Sommerspiele 1992/Herren-Turnier
basketball at the 1992 Summer Olympics - men's tournament,Basketball/Olympisch Sommerspiele 1992/Herrenturnier
shooting at the 2008 Summer Olympics – men's 10 metre air rifle,Olympisch Sommerspiele 2008 – 10 Meter Luftgewehr der Mann
shooting at the 2008 Summer Olympics - men's 10 metre air rifle,Schießen bei der Olympische Sommerspielen 2008 - 10 Meter Luftgewehr der Mann
1994 offshore Sanriku earthquake,1994 Offshore Sanriku Erdbeben
ontology engineering,Ontologietechnik
ontological engineering,ontologisch Engineering
Incident at Gaoping Tombs,Vorfall bei Gaoping Gräber
1976 Argentine coup d'état,Argentinischer Staatsstreich 1976
Golpe de Estado en Argentina de 1976,Golpe de Estado en Argentina de 1976
1976 Argentine military coup,1976 Militärputsch in Argentinien
Emirates Towers II,Der Emirates Towers II
New Mexico Institute of Mining and Technology,New Mexico Institut für Bergbau und Technologie
New Mexico School of Mines,Schule der Mine in New Mexico
NM Tech,NM-Technologie
molecular pathology,molekulare Pathologie
1792 French National Convention election,Wahl zum französisch Nationalkonvent 1792
Cornish nationalism,Kornischer Nationalismus
boccia at the Summer Paralympics,Boccia bei der Sommer-Paralympics
1963 South Vietnamese coup,Staatsstreich in Südvietnamesen 1963
Minimally conscious state,Minimal bewusster Zustand
Low awareness state,Geringer Bewusstseinszustand
monument to Yuri Gagarin,Denkmal für Juri Gagarin
monument to Gagarin,Denkmal für Gagarin
Bodrum castle,Burg von Bodrum
Castle of Saint Peter,Schloss Sankt Peter
Confederação Brasileira de Desportos,Confederação Brasileira de Desportos
advanced sleep phase syndrome,fortgeschritten Schlafphasensyndrom
familial advanced sleep-phase syndrome,familiär fortgeschritten Schlafphasensyndrom
Advanced sleep phase syndrome,Fortgeschrittenes Schlafphasensyndrom
circadian rhythm sleep disorder  advanced sleep phase type,zirkadianer Rhythmus Schlafstörung Typ der fortgeschritten Schlafphase
sleep-wake schedule disorder  advanced phase type,Schlaf-Wach-Schema Störung fortgeschritten Phase Typ
circadian rhythm sleep disorder  advanced sleep phase,zirkadianer Rhythmus Schlafstörung fortgeschritten Schlafphase
OVW Heavyweight Championship,OVW Schwergewichtsmeisterschaft
moneyball:The Art of Winning an Unfair Game,moneyball:Der Kunst einen unfair Spiel zu gewinnen
National Theater of Costa Rica,Nationaltheater von Costa Rica
yellow supergiant,gelb Überriese
F supergiant,F Überriese
F-type supergiant,F-Typ Überriese
1946 Aleutian Islands earthquake,Erdbeben der Aleuten 1946
Purple Forbidden enclosure,Lila Verbotenes Gehäuse
ASEAN Basketball League,ASEAN Basketball Liga
The ASEAN Basketball League,Der ASEAN Basketball League
heat illness,Hitzekrankheit
1995 UEFA Super Cup,UEFA-Superpokal 1995
Fear and Trembling,Angst und Zittern
Sikorsky MH-53,Sikorsky MH-53
MH-53 Pave Low,MH-53 ebnen niedrig
Sikorsky HH-53 Super Jolly Green Giant,Sikorsky HH-53 Super Jolly Grün Riese
HH-53 Super Jolly Green Giant,HH-53 Super Jolly Grün Riese
NL West Division,NL West Division
NL Western Division,NL Westlich Division
NL Central Division,NL Zentrale Abteilung
volleyball at the 2004 Summer Olympics – women's tournament,Volleyball/Olympisch Sommerspiele 2004/Damen-Turnier
volleyball at the 2004 Summer Olympics - women's tournament,Volleyball/Olympisch Sommerspiele 2004/Frauen-Turnier
Combined DNA Index System,Kombiniertes DNA-Indexsystem
feudalism in China,Feudalismus in China
Emirates SkyCargo,SkyCargo Deutschland GmbH
Master of the Game,Meist der Spiel
beach volleyball at the Summer Olympics,Beachvolleyball bei der Olympische Sommerspielen
AL East Division,AL-Ost-Abteilung
AL Eastern Division,AL-Ostabteilung
AL East,AL Ost
1980–81 in English football,Fußball 1980/81 im englisch Fußball
1980-81 in English football,Fußball 1980-81 in Englisch
1981–82 in English football,Fußball 1981/82
1981-82 in English football,Fußball 1981-82
1985–86 in English football,Fußball 1985/86 im englisch Fußball
1985-86 in English football,Fußball 1985-86 im englisch Fußball
parkinsonian syndrome,Parkinson-Syndrom
Parkinson-like syndrome,Parkinson-ähnliches Syndrom
Parkinson's syndrome,Parkinson-Syndrom
rare hypokinetic movement disorder,seltene hypokinetische Bewegungsstörung
parkinsonian disorders,Parkinson-Erkrankungen
Born on the Fourth of July,Geboren am 4. Juli
Up from Slavery,Auf aus der Sklaverei
Valley of the Dolls,Tal der Puppe
Railroad Commission of Texas,Eisenbahnkommission von Texas
spark-ignition engine,Fremdzündungsmotor
Albanian nationalism,Albanischer Nationalismus
Ai FM,Ai FM
1968 Major League Baseball season,Major League Baseball-Saison 1968
The Secret Dreamworld of a Shopaholic,Der geheime Traumwelt ein Shopaholic
Confessions of a Shopaholic,Geständnis ein Shopaholic
Descent of the Ganges,Abstieg der Gang
Arjuna’s Penance,Arjunas Buße
Descent of the Ganges (Arjuna’s Penance),Abstieg der Gang (Arjunas Buße)
The Comfort of Strangers,Der Trost der Fremde
British National Formulary  BNF,Britisch Nationalität BNF
Captain Corelli's Mandolin,Kapitän Corellis Mandoline
medical anthropology,medizinische Anthropologie
Rebellion of Túpac Amaru II,Aufstand von Túpac Amaru II
Philippine Women's University,Philippinische Frauenuniversität
World XI,Welt XI
The Devil to Pay in the Backlands,Der Teufel soll im Hinterland zahlen
The IPCRESS File,Der IPCRESS-Datei
City of Grasshoppers,Stadt der Grashüpfer
Thunderball (novel),Thunderball (Roman)
Paso de los Libres,Paso de los Libres
Labyrinth of Reflections,Labyrinth der Reflexion
social law,Sozialrecht
social rights,soziale Recht
Divisional Secretariat of Sri Lanka,Abteilungssekretariat von Sri Lanka
China World Trade Center Tower III,China World Trade Center Turm III
Brazilian Men's Volleyball Superliga,Brasilianisch Volleyball-Superliga der Mann
BlackBerry Storm,BlackBerry-Sturm
Havant & Waterlooville FC,Havant und Waterlooville FC
Keyboard monument,Denkmal für Tastatur
Monument to the Tsar Liberator,Denkmal für der Zarenbefreier
Watan Party of Afghanistan,Partei von Afghanistan
Party of the Poor,Partei der Arme
Bulbar palsy,Bulbarlähmung
Microsoft SQL Server Analysis Services,Microsoft SQL Server-Analysedienste
liga de calabozo,liga de calabozo
liga de calabozo,liga de calabozo
Book of Fixed Stars,Buch der Fixsterne
Toward an Architecture,Auf der Weg zu einer Architektur
Enchiridion of Epictetus,Enchiridion von Epictetus
2000 NASCAR Winston Cup Series,2000 NASCAR Winston Cup Serie
fibrin degradation product,Fibrinabbauprodukt
miniature faking,Miniatur Fälschung
diorama effect,Dioramaeffekt
diorama illusion,Diorama Illusion
tilt-shift miniature faking,Tilt-Shift Miniatur Fake
2001 NASCAR Winston Cup Series,2001 NASCAR Winston Cup Serie
Uganda People's Congress,Uganda Volkskongress
cerebellar hypoplasia,Kleinhirnhypoplasie
The Way to Happiness,Der Weg zum Glücklichsein
The Way to Happiness Foundation International,Der Weg zum Glücklichsein
Fox Volant of the Snowy Mountain,Fuchs Volant der schneebedeckten Berg
Mémoires d'Outre-Tombe,Mémoires d
Sexual Morality and the Law,Sexualmoral und der Gesetz
Women's Junior Volleyball World Championship,Junioren-Volleyball-Weltmeisterschaft der Frau
androgenic alopecia,androgene Alopezie
androgenetic alopecia,androgenetische Alopezie
alopecia androgenetica,Alopezie androgenetica
male pattern baldness,männliche Musterkahlheit
alopecia androgenetica  male pattern baldness,Alopecia androgenetica Haarausfall bei Mann
1421: The Year China Discovered the World,1421: Der Jahr in der China der Welt entdecken
City of Joy,Stadt der Freude
visual art of the United States,Bildende Kunst der Vereinigte Staat
skeet shooting,Schützenschießen
ASP World Tour,ASP Welttournee
Foster's ASP World Tour,Foster ASP Welttournee
Estudiantes de Buenos Aires,Estudiantes de Buenos Aires
The Mayor of Casterbridge,Der Bürgermeister von Casterbridge
Heidelberg United FC,Heidelberg United FC
Weston-super-Mare A.F.C.,Weston-super-Mare A.F.C.
Weston-super-Mare Association Football Club,Fußballverein Weston-super-Mare Association
Weston-super-Mare Association AFC,Weston-super-Mare Verband AFC
Weston-super-Mare Association,Verein Weston-super-Mare
A Great and Terrible Beauty,Eine groß und schrecklich Schönheit
Infection by Strongyloides (disorder),Infektion durch Strongyloides (Erkrankung)
disseminated strongyloidiasis,disseminierte Strongyloidiasis
Infection by Strongyloides,Infektion durch Strongyloideses
New Year's Revolution 2006,Neujahrsrevolution 2006
Children's BBC,Kind BBC
Children's British Broadcasting Corporation,Kind British Broadcasting Corporation
Stuart period,Stuart-Zeit
Stuart era,Ära Stuart
Russian Academy of State Service,Russisch Akademie der Staatsdienstes
1996 Palestinian general election,Palästinensisch Parlamentswahl 1996
Palestinian general election  1996,Palästinensisch Parlamentswahl 1996
1903 Serbian coup d'état,1903 Serbischer Staatsstreich
socialist feminism,sozialistisch Feminismus
Benidorm CF,Benidorm CF
1981 FIFA Intercontinental Cup,FIFA Interkontinentalpokal 1981
Tashkent State University of Economics,Staatlich Wirtschaftsuniversität Taschkent
Le Tour de la France par deux enfants,Le Tour de la France par deux enfants
Mäntsälä rebellion,Mäntsälä Rebellion
Mäntsälän kapina,Mäntsähän kapina
Football Association of Yugoslavia,Fußballverband Jugoslawien
Brazilian presidential election  2006,Präsidentschaftswahl in Brasilien 2006
2006 Brazilian presidential election,Präsidentschaftswahl in Brasilien 2006
Chole bhature,Chole bhature
Halwa poori,Halwa armsi
recurrent corneal erosion,rezidivierende Hornhauterosion
recurrent erosion of cornea,rezidivierende Erosion der Hornhaut
recurrent erosion syndrome,rezidivierendes Erosionssyndrom
Psychogenic disease,Psychogene Krankheit
San Pablo del Monte,San Pablo del Monte
science education,Wissenschaftlich Bildung
science learning,Wissenschaftliches Lernen
education in science,Bildung in der Wissenschaft
Hatter's Castle,Schloss der Hutmachers
Escambray rebellion,Escambray Rebellion
hard science,hart Wissenschaft
Road of the Seven Lakes,Straße der Sieb See
FIBA Africa Clubs Champions Cup,FIBA Afrika Club Champions Cup
The Beautiful and Damned,Der Schönes und Verdammt
Go ask Alice,Geh und frag Alice
Go ask Alice,Geh und frag Alice
APIA Leichhardt Tigers,APIA Leichhardt Tiger
APIA club,Verein APIA
Brabham BT44,Brabham BT44
Amsterdamsche FC,Amsterdamsche FC
Socialist People's Party,Sozialistisch Volkspartei
Monts d'Arrée,Monts d
World of Outlaws,Welt der Gesetzlose
Satsumon culture,Satsumon Kultur
1978 FIFA World Cup qualification,WM-Qualifikation 1978
Buddhist socialism,Buddhistischer Sozialismus
The Maze of Bones,Der Labyrinth der Knochen
Sherut Batei HaSohar,HaSohar von Sherut Batei
1978 Miyagi earthquake,Erdbeben von Miyagi 1978
Gate of the Sun,Der Tor der Sonnen
The Morning of the Magicians,Der Morgen der Magier
stock and flow,Vorrat und Fluss
Porsche WSC-95,Porsche WSC-95
Phenomenology of Perception,Phänomenologie der Wahrnehmung
1991 NBA Playoffs,NBA Playoffs 1991
2001 Israeli prime ministerial election,Wahl der israelisch Premierministers 2001
Israeli prime ministerial election  2001,Premierministerwahl in Israel 2001
glucogenic amino acid,glucogene Aminosäure
glucogenic amino acids,glucogene Aminosäuren
dictatorship of Primo de Rivera,Diktatur von Primo de Rivera
Suzuki SA-310,Suzuki SA-310
Suzuki SA-413,Suzuki SA-413
The Story of Art,Der Geschichte der Kunst
Adelaide 36ers,Adelaide 36ers
(+-)-[(2-oxocyclopentyl)methyl]hydratropic acid,(+-)-[(2-oxocyclopentyl)methyl]hydratropic-Säure
Fool's Errand,Narrenbesorgung
Una donna,Una donna
Mohammed VI Football Academy,Mohammed VI Fußball Akademie
Save Me the Waltz,Rettet sich der Walzer
North Africa during Antiquity,Nordafrika in der Antike
Agence nationale pour l'emploi,Agence national pour l
The Denial of Death,Der Leugnung der Tod
capital punishment in Virginia,der Todesstrafe in Virginia
ABCA Armies,ABCA Armee
Orange Order in Canada,Orange bestellen in Kanada
Grand Orange Lodge of British America,Grand Orange Lodge von Britisch Amerika
Grand Orange Lodge of Canada,Grand Orange Lodge von Kanada
Loyal Orange Association of British America,Loyal Orange Association von Britisch-Amerika
AutoCAD Architecture,AutoCAD Architektur
AutoZone Park,AutoZone-Park
Autonomous University of Queretaro,Autonomer Universität Queretaro
Universidad Autónoma de Querétaro,Universidad Autónoma de Querétaro
Universidad Autonoma de Queretaro,Universidad Autonoma de Queretaro
Universidad de Querétaro,Universidad de Querétaro
University of Querétaro,Universität von Querétaro
2004 Haitian coup d'état,Haitianischer Staatsstreich 2004
oral candidiasis,orale Candidiasis
Candidiasis of mouth,Candidiasis der Mund
Candidiasis of mouth (disorder),Candidiasis der Mund (Erkrankung)
Oral moniliasis,Orale Moniliasis
Thrush  oral,Soor oral
thrush (disorder),Soor (Störung)
oropharyngeal candidiasis,oropharyngeale Candidiasis
oropharyngeal thrush,oropharyngeale Soor
mouth candidiasis,Mund Candidiasis
obsolete oropharyngeal candidiasis,obsolete oropharyngeale Candidiasis
The Valley of the Wolves,Der Tal der Wolf
Spain at the Paralympics,Spanien bei der Paralympics
The Three Christs of Ypsilanti,Der drei Christusse von Ypsilanti
China at the Paralympics,China bei der Paralympics
Prosecution Ministry of Spain,Staatsanwaltschaftsministerium von Spanien
Office of Public Prosecutor,Staatsanwaltschaft
Public ministry,Öffentlicher Dienst
Governor of Saint Petersburg,Gouverneur von Sankt Petersburg
They Shoot Horses  Don't They?,Ich schießen Pferd nicht wahren?
Essay of Dramatick Poesie,Essay von Dramatick Poesie
Ottoman period in the history of Palestine,Osmanisch Zeit in der Geschichte Palästina
Bonheur d'occasion,Bonheur d
Worlds in Collision,Welt im Zusammenstoß
Boys & Girls Clubs of America,Boy & Girl Club von Amerika
A Short Account of the Destruction of the Indies,Ein kurz Bericht über der Zerstörung der Indies
Brevísima relación de la destrucción de las Indias,Brevísima relación de la destrucción de lesen Indias
Brevisima relacion de la destruccion de las Indias,Brevisima relacion de la destruccion de lesen Indias
The devastation of the Indies,Der Verwüstung der Indies
A Universe from Nothing,Ein Universum aus der Nichts
NOH8 Campaign,NOH8 Kampagne
Captains and the Kings,Kapitän und König
cervical osteoarthritis,zervikale Osteoarthritis
Leamington FC,Leamington FC
1988 NCAA Men's Division I Basketball Tournament,1988 NCAA Herr Division I Basketballturnier
2011 NCAA Men's Division I Basketball Tournament,Basketball-Turnier der NCAA Männer-Division I 2011
2012 NCAA Men's Division I Basketball Tournament,Basketball-Turnier der NCAA Männer-Division I 2012
2007 NCAA Division I FBS football season,2007 NCAA Division I FBS Fußballsaison
Campeonato Nacional de Hóquei em Patins,Campeonato Nacional de Hóquei em Patins
Campeonato Nacional de Hoquei em Patins,Campeonato Nacional de Hoquei em Patins
1997 NASCAR Winston Cup Series,1997 NASCAR Winston Cup Serie
cock-a-leekie soup,Hahn-a-leekie-Suppe
Toxic multinodular goitre,Toxischer multinodulärer Kropf
secondary thyroid hyperplasia,sekundäre Schilddrüsenhyperplasie
Plummer's disease,Plummer-Krankheit
obsolete secondary thyroid hyperplasia,obsolete sekundäre Schilddrüsenhyperplasie
Olympic sport complex Luzhniki,Olympischer Sportkomplex Luschniki
1987 Fijian coups d'état,Staatsstreiche der Fidschi-Inseln 1987
crime in Vatican City,Kriminalität in der Vatikanstadt
crime in the Vatican City,Verbrechen in der Vatikanstadt
crime in the Holy See,Verbrechen im Heilige Stuhl
The Elements of Style,Der Element der Stil
Castle to Castle,Burg zu Burg
Future University in Egypt,Zukunftsuniversität in Ägypten
Uncle Petros and Goldbach's Conjecture,Onkel Petros und Goldbachs Vermutung
Pedagogical and Technological University of Colombia,Pädagogisch und Technologisch Universität von Kolumbien
University of Peradeniya,Universität Peradeniya
Anti-bullfighting movement,Anti-bullfighting Bewegung
HAL Light Utility Helicopter,HAL Light Utility Helikopter
HAL Light Observation Helicopter,HAL Lichtbeobachtungshubschrauber
abdominal hernia,Bauchbruch
Quebec nationalism,Quebec Nationalismus
water retention,Wassereinlagerungen
inauguration of George H. W. Bush,Amtseinführung von George H. W. Bush
Thais of Athens,Thais von Athen
John Carter of Mars,John Carter von Mars
The Opium of the Intellectuals,Der Opium der Intellektuelle
The Fabric of Reality,Der Stoff der Wirklichkeit
The Culture of Narcissism,Der Kultur der Narzissmus
The Quest for Fire,Der Suche nach der Feuer
The House of the Scorpion,Der Haus der Skorpion
The Mummy  or Ramses the Damned,Der Mumie oder Ramses der Verdammt
La Vie de Marianne,La Vie de Marianne
secularism in France,Säkularismus in Frankreich
French secularism,Französischer Säkularismus
The Devils of Loudun,Der Teufel von Loudun
Les petites filles modèles,Les petites filles modèles
Las edades de Lulú,Las edades de Lulú
Las edades de Lulu,Las edades de Lulu
Kane and Abel,Kane und Abel
childhood obesity,Fettleibigkeit im Kindesalter
Partij van de Vrijheid,Partij van de Vrijheid
technical and further education,Fach- und Weiterbildung
Castle of Púbol,Burg von Púbol
Castle of Pubol,Schloss von Pubol
Near to the Wild Heart,Nah der wild Herz
March on the Pentagon,Marsch auf der Pentagon
2010 United States Senate election in Arizona,Senatswahl in der Vereinigte Staat 2010 in Arizona
United States Senate election in Arizona  2010,Senatswahl in der Vereinigte Staat in Arizona 2010
FC Santa Claus,FC Weihnachtsmann
DeVry University,Universität DeVry
Khoisan religion,Khoisan Religion
Mémoires de guerre,Mémoires de guerre
Bangladesh Worker-Peasant's People's League,Bangladesch Arbeiter-Bauern-Volksliga
Asimov's Guide to the Bible,Asimovs Leitfaden zur Bibel
West Bengal National University of Juridical Sciences,West Bengal Nationale Universität der Rechtswissenschaften
People's Democratic Party,Volksdemokratische Partei
Ukrainian Democratic Radical party,Ukrainisch Demokratisch Radikaler Partei
Ukrainska demokratychno-radykalna partiia,Ukrainska Żychno-radykalna partiia
Labour Party of Brazil,Partei der Arbeit Brasilien
2009 Primera División de México Clausura,2009 Primera División de México Clausura
first inauguration of Ronald Reagan,Erster Einweihung von Ronald Reagan
1st inauguration of Ronald Reagan,1. Einweihung von Ronald Reagan
The History of Rasselas  Prince of Abissinia,Der Geschichte der Fürst von Abissinien
Rasselas  Prince of Abissinia,Fürst von Abissinien
The History of Rasselas,Der Geschichte von Pistolelas
Rasselas  Prince of Abyssinia,Prinzessinlas Fürst von Abessinien
The Prince of Abissinia,Der Prinz von Abissinia
religion in the Middle East,Religion im Nahe Osten
Rilo–Rhodope massif,Rilo-Rhodope-Massiv
The Secret Life of Bees,Der geheime Leben der Biene
Pirates of the Caribbean: The Price of Freedom,Fluch der Karibik: Der Preis der Freiheit
Anti-Semite and Jew,Antisemit und Jude
Satan from the 7th grade,Satan aus der 7. Klasse
Montes de María,Montes de María
Montes de Maria,Montes de Maria
Serranía de San Jacinto,Serranía de San Jacinto
The Dangerous Book for Boys,Der gefährlich Buch für Junge
Space and Naval Warfare Systems Command,Raum- und Marinekriegsführungssysteme Kommando
Specters of Marx,Gespenst von Marx
1998 Adana-Ceyhan earthquake,Erdbeben von Adana-Ceyhan 1998
Dogme et Rituel de la Haute Magie,Dogme et Rituel de la Haute Toilette
Transcendental Magic  its Doctrine and Ritual,Transzendentale Magie mein Lehre und mein Ritual
Subaru BRZ,Subaru BRZ
Toyota GT86,Toyota GT86
Scion FR-S,Sprössling FR-S
Toyota GR 86,Toyota GR 86
In Search of the Golden Owl,Auf der Suche nach der Steinkauz
The quest of the golden Owl,Der Suche nach der golden Eule
paraneoplastic neurologic syndrome,paraneoplastisches neurologisch Syndrom
Paraneoplastic cerebellar degeneration,Paraneoplastische zerebelläre Degeneration
nervous system paraneoplastic syndrome,Nervensystem paraneoplastisches Syndrom
1969 Portugal earthquake,Erdbeben in Portugal 1969
TVA Sports,TVA Sport
What a Carve Up!,Was für einen Carve Up!
Henry Ford Museum and Greenfield Village,Henry Ford Museum und Greenfield Village
Henry Ford Museum of American Innovation,Henry Ford Museum der amerikanisch Innovation
Atomic Energy Commission of India,Atomenergiekommission Indien
Primera División de México Clausura 2004,Primera División de México Clausura 2004
sudden unexpected death syndrome,plötzlich unerwartet Todessyndrom
Sudden arrhythmic death syndrome,Plötzliches Arrhythmisches Todessyndrom
Sudden adult death syndrome,Plötzliches Erwachsenentodsyndrom
Sudden unexplained death syndrome,Plötzliches ungeklärt Todessyndrom
Movie and Television Review and Classification Board,Film- und Fernsehkritik und Klassifikationsgremium
University of Chicago Laboratory Schools,Universität von Chicago Laborschulen
Colegio de San Beda,Colegio de San Beda
University of Mount Union,Universität von Mount Union
Private University of the North,Privatuniversität der Norden
Universidad Privada del Norte,Universidad Privada del Norte
1966 Syrian coup d'état,Staatsstreich in Syrien 1966
The Poetics of Space,Der Poetik der Raum
2004 Summer Olympics opening ceremony,Eröffnungsfeier der Olympische Sommerspiele 2004
2002 Texas gubernatorial election,Gouverneurswahl in Texas 2002
Texas gubernatorial election  2002,Gouverneurswahl in Texas 2002
2002 United States Senate election in Illinois,Senatswahl in der Vereinigte Staat 2002
United States Senate election in Illinois  2002,Senatswahl in der Vereinigte Staat in Illinois 2002
2008 United States Senate election in North Carolina,Senatswahl in der Vereinigte Staat 2008 in North Carolina
United States Senate election in North Carolina  2008,Senatswahl in der Vereinigte Staat in North Carolina 2008
2002 United States gubernatorial elections,Gouverneurswahlen in der Vereinigte Staat 2002
United States gubernatorial elections  2002,Gouverneurswahlen in der Vereinigte Staat 2002
The Discovery of India,Der Entdeckung Indien
acne keloidalis nuchae,Akne Keloidalis Nuchae
acne keloid,Akne Keloid
List of Coppa Italia finals,Liste der Finals der Coppa Italia
Bury Town FC,Bury Town FC
elections in Italy,Wahl in Italien
City of Night,Stadt der Nacht
Azerbaijan University of Languages,Aserbaidschanisch Universität für Sprache
Bridget Jones: The Edge of Reason,Bridget Jones: Der Rand der Vernunft
1989 Brazilian presidential election,Präsidentschaftswahl in Brasilien 1989
Brazilian presidential election  1989,Präsidentschaftswahl in Brasilien 1989
1964 Chilean presidential election,Präsidentschaftswahl in Chile 1964
Chilean presidential election  1964,Präsidentschaftswahl in Chile 1964
Chilean presidential election  1989,Präsidentschaftswahl in Chile 1989
Dual monarchy of England and France,Doppelmonarchie von England und Frankreich
Ikshvaku dynasty,Ikshwaku Dynastie
Transient acantholytic dermatosis,Transiente akantholytische Dermatose
Sadako and the Thousand Paper Cranes,Sadako und der tausend Papierkrane
Hotel du Lac,Hotel du Lac
Catching the Big Fish,Der groß Fisch fangen
Istituto Superiore di Sanità,Istituto Superiore di Sanità
Istituto Superiore di Sanita,Istituto Superiore di Sanita
National Institute of Health,Nationales Institut für Gesundheit
Italian National Institute of Health,Italienisches Nationalinstitut für Gesundheit
Conservative Party of New Zealand,Konservativer Partei Deutschland
King Solomon's Ring,König Salomons Ring
True History of the Kelly Gang,Der wahr Geschichte der Kelly Gang
The Story of the Trapp Family Singers,Der Geschichte der Sängerfamilie Trapp
Link Campus - University of Malta,Link Campus - Universität von Malta
Michigan State Spartans men's basketball,Michigan State Spartans Herr Basketball
Michigan State Spartans basketball,Basketball der Michigan State Spartans
Michigan State men's basketball,Michigan State Mann Basketball
Spartans men's basketball,Spartans Herr Basketball
Spartans basketball,Spartaner Basketball
Spartan basketball,Spartanischer Basketball
MSU basketball,MSU Basketball
MSU men's basketball,MSU Herr Basketball
MSU Spartans basketball,MSU Spartans Basketball
MSU Spartans men's basketball,MSU Spartans Herr Basketball
Michigan State University Spartans men's basketball,Michigan State University Spartans Herr Basketball
Michigan State University men's basketball,Michigan State University Herr Basketball
Michigan State University basketball,Basketball der Michigan State University
Michigan State University Spartans men's basketball team,Michigan State University Spartans Herren-Basketball-Team
Michigan State University Spartans basketball team,Michigan State University Spartans Basketballmannschaft
Michigan State University basketball team,Basketballmannschaft der Michigan State University
Michigan State Spartans men's basketball team,Basketballmannschaft der Michigan State Spartans
Michigan State Spartans basketball team,Basketballmannschaft der Michigan State Spartans
Michigan State basketball team,Basketball-Nationalmannschaft Michigan State
French nationalism,Französischer Nationalismus
swimming at the 2004 Summer Olympics – men's 4 × 200 metre freestyle relay,Olympisch Sommerspiele 2004/Schwimmen/200-Meter-Freistil-Staffel der Mann ×
swimming at the 2004 Summer Olympics - men's 4 x 200 metre freestyle relay,Olympisch Sommerspiele 2004/Schwimmen - 4 x 200 Meter Freistilstaffel der Mann
Panteras de Aguascalientes,Panteras de Aguascalientes
Piratas de Quebradillas,Piratas de Quebradillas
Principles of Compiler Design,Prinzip der Compiler-Designs
Olympique Lyonnais Reserves and Academy,Olympique Lyonnais Reserve und Akademie
Islamic modernism,Islamischer Modernismus
Islamic reformism,Islamischer Reformismus
1984 NCAA Division I Men's Basketball Tournament,1984 NCAA Division I Basketballturnier der Mann
1984 NCAA Men's Division I Basketball Tournament,Basketballturnier der NCAA Herr Division I 1984
1994 NCAA Men's Division I Basketball Tournament,Basketballturnier der NCAA Mann Division I 1994
2000 NCAA Men's Division I Basketball Tournament,2000 NCAA Mann Division I Basketball Turnier
UFC Middleweight Championship,UFC Mittelgewicht Meisterschaft
Twenty Rules for Writing Detective Stories by S.S. Van Dine,Zwanzig Regel für der Schreiben von Detektivgeschichten von S.S. Van Dine
Twenty Rules for Writing Detective Stories,Zwanzig Regel für der Schreiben von Detektivgeschichten
2000 United States Senate election in Washington,Senatswahl 2000 in Washington
United States Senate election in Washington  2000,Senatswahl in der Vereinigte Staat in Washington 2000
ZAZ Forza,ZAZ Forza
HeadHunter Company,HeadHunter Unternehmen
HeadHunter Group Ltd.,HeadHunter Deutschland GmbH.
Khedkhanter OOO,Khedkhanter OOO
HeadHunter Group PLC,HeadHunter-Gruppe PLC
